user_id,movie_id,genre,rating
U144,M029,Drama,4.1
U087,M119,Horror,1.9
U059,M020,Comedy,3.3
U163,M014,Romance,2.0
U231,M061,Horror,4.5
U248,M131,Comedy,3.8
U206,M109,Sci-Fi,3.8
U274,M022,Action,2.9
U062,M089,Comedy,4.0
U172,M107,Action,3.7
U276,M129,Horror,2.9
U278,M149,Horror,4.1
U063,M110,Horror,3.8
U213,M010,Drama,5
U114,M059,Romance,4.4
U160,M089,Comedy,4.8
U128,M088,Sci-Fi,4.7
U268,M109,Drama,3.9
U224,M062,Sci-Fi,4.7
U094,M046,Action,4.3
U256,M094,Action,3.7
U096,M056,Drama,3.5
U056,M039,Action,4.4
U193,M081,Comedy,3.7
U240,M077,Horror,2.9
U150,M123,Comedy,2.7
U297,M003,Drama,2.4
U234,M059,Sci-Fi,3.2
U184,M030,Action,5
U114,M087,Romance,4.1
U034,M004,Sci-Fi,4.5
U075,M149,Sci-Fi,2.3
U104,M145,Romance,2.8
U243,M077,Horror,4.4
U036,M124,Action,3.0
U018,M144,Drama,4.5
U156,M003,Romance,3.9
U214,M069,Sci-Fi,2.3
U178,M047,Action,4.0
U259,M101,Drama,2.8
U131,M033,Sci-Fi,3.5
U235,M142,Comedy,2.3
U255,M118,Horror,2.2
U253,M080,Drama,2.9
U094,M012,Comedy,4.3
U272,M061,Action,4.8
U260,M085,Action,4.0
U299,M061,Romance,3.9
U115,M065,Comedy,3.6
U296,M038,Horror,3.1
U233,M144,Drama,3.2
U185,M086,Drama,3.6
U019,M088,Romance,2.8
U111,M016,Drama,2.8
U194,M042,Drama,3.9
U073,M086,Romance,3.6
U044,M124,Romance,3.9
U050,M020,Action,4.6
U238,M140,Romance,4.3
U012,M056,Horror,3.3
U218,M061,Drama,3.6
U084,M064,Horror,4.7
U075,M010,Sci-Fi,3.9
U065,M063,Action,4.3
U054,M045,Sci-Fi,3.6
U197,M127,Comedy,3.8
U249,M105,Action,3.9
U026,M120,Action,2.1
U005,M114,Comedy,4.2
U269,M137,Horror,2.6
U234,M081,Horror,2.8
U130,M003,Romance,3.0
U261,M010,Comedy,3.1
U014,M113,Comedy,4.0
U057,M063,Romance,3.9
U270,M101,Horror,2.2
U071,M075,Horror,4.1
U139,M054,Drama,3.1
U176,M111,Romance,2.9
U254,M067,Horror,2.7
U047,M024,Sci-Fi,2.3
U216,M056,Horror,4.3
U280,M065,Drama,3.7
U057,M039,Comedy,2.7
U092,M121,Comedy,3.4
U089,M114,Horror,4.3
U228,M138,Drama,4.5
U205,M129,Horror,2.5
U221,M015,Comedy,2.9
U198,M032,Drama,3.1
U090,M149,Action,2.9
U291,M122,Horror,2.6
U265,M100,Action,3.5
U161,M031,Sci-Fi,3.3
U118,M092,Horror,2.2
U157,M040,Drama,3.0
U075,M030,Action,4.3
U221,M117,Comedy,2.1
U022,M148,Comedy,4.6
U231,M136,Action,2.8
U170,M105,Action,2.8
U256,M143,Horror,4.1
U281,M004,Action,2.0
U242,M144,Comedy,3.8
U089,M149,Action,2.5
U073,M027,Drama,3.7
U151,M113,Comedy,3.0
U082,M051,Drama,4.4
U047,M051,Comedy,3.2
U219,M006,Horror,3.0
U076,M051,Romance,2.9
U223,M094,Drama,2.7
U284,M076,Horror,3.5
U002,M072,Sci-Fi,2.7
U042,M028,Romance,4.4
U173,M036,Horror,3.4
U034,M111,Sci-Fi,2.7
U219,M002,Comedy,3.5
U132,M109,Romance,3.7
U264,M128,Action,4.0
U085,M123,Romance,4.2
U098,M004,Sci-Fi,2.8
U241,M005,Comedy,3.2
U261,M078,Sci-Fi,5
U237,M128,Action,4.5
U211,M057,Sci-Fi,3.0
U220,M021,Action,4.5
U277,M038,Horror,2.6
U139,M102,Comedy,2.8
U130,M065,Comedy,3.0
U114,M008,Horror,2.8
U216,M135,Drama,3.7
U268,M036,Romance,2.5
U226,M054,Drama,2.9
U008,M144,Sci-Fi,3.8
U177,M134,Comedy,4.4
U125,M007,Romance,3.5
U254,M037,Action,4.0
U204,M123,Horror,5
U021,M106,Romance,4.5
U258,M109,Horror,4.7
U268,M074,Sci-Fi,4.1
U120,M038,Horror,3.0
U202,M028,Comedy,4.1
U076,M131,Horror,4.5
U078,M067,Romance,4.4
U074,M127,Romance,4.7
U159,M037,Romance,4.3
U044,M076,Sci-Fi,4.6
U090,M082,Horror,3.6
U293,M088,Drama,3.1
U252,M080,Horror,2.9
U294,M061,Drama,4.5
U193,M117,Romance,3.3
U274,M056,Romance,4.1
U199,M149,Action,4.6
U220,M108,Drama,5
U128,M045,Sci-Fi,4.2
U119,M044,Sci-Fi,2.9
U179,M117,Horror,2.0
U266,M136,Action,2.8
U197,M136,Sci-Fi,3.5
U108,M115,Romance,4.3
U242,M137,Action,3.4
U029,M012,Horror,4.4
U192,M140,Romance,4.3
U200,M071,Sci-Fi,3.1
U023,M019,Romance,4.4
U005,M049,Drama,3.1
U055,M106,Action,4.8
U218,M072,Comedy,4.6
U086,M036,Romance,4.3
U136,M066,Drama,2.9
U263,M101,Comedy,3.9
U154,M003,Romance,2.7
U127,M005,Horror,4.7
U221,M144,Action,4.4
U032,M002,Comedy,5
U091,M050,Comedy,3.7
U232,M125,Drama,3.2
U109,M015,Action,5
U189,M006,Sci-Fi,2.4
U035,M104,Comedy,3.2
U151,M139,Sci-Fi,3.1
U073,M087,Sci-Fi,3.2
U110,M032,Romance,4.9
U028,M110,Drama,5
U242,M110,Sci-Fi,2.4
U044,M006,Drama,3.2
U258,M082,Comedy,3.8
U066,M032,Drama,2.2
U056,M028,Sci-Fi,3.2
U286,M057,Action,4.2
U017,M084,Horror,2.6
U046,M041,Sci-Fi,3.7
U049,M098,Romance,2.4
U082,M110,Sci-Fi,4.1
U262,M049,Action,3.2
U114,M057,Horror,4.6
U118,M094,Sci-Fi,3.9
U250,M094,Romance,2.9
U177,M129,Sci-Fi,2.6
U128,M062,Romance,4.7
U090,M136,Romance,1.9
U150,M062,Action,2.7
U038,M091,Romance,2.7
U104,M120,Sci-Fi,4.6
U224,M111,Horror,2.9
U120,M107,Drama,3.1
U264,M076,Horror,2.8
U021,M126,Drama,3.6
U033,M149,Horror,3.5
U156,M117,Horror,2.8
U178,M148,Romance,3.8
U267,M049,Comedy,4.2
U042,M038,Action,1.6
U148,M016,Horror,2.7
U299,M142,Action,4.3
U233,M105,Romance,3.9
U060,M052,Sci-Fi,3.8
U132,M016,Comedy,3.0
U051,M088,Romance,2.3
U138,M050,Action,4.4
U139,M020,Romance,3.5
U283,M148,Horror,1.9
U282,M002,Drama,4.5
U093,M070,Action,3.7
U028,M129,Action,2.5
U009,M097,Drama,5
U138,M063,Romance,4.3
U093,M124,Drama,4.3
U233,M005,Action,3.4
U157,M004,Drama,4.7
U183,M071,Romance,4.4
U198,M116,Sci-Fi,2.9
U167,M046,Sci-Fi,4.4
U219,M017,Sci-Fi,4.6
U216,M073,Romance,2.1
U081,M013,Drama,3.3
U073,M037,Sci-Fi,4.3
U170,M088,Action,4.2
U050,M116,Romance,2.4
U158,M017,Comedy,4.6
U188,M099,Horror,3.3
U084,M112,Sci-Fi,3.7
U175,M008,Romance,3.1
U087,M062,Drama,4.6
U297,M095,Comedy,3.7
U082,M116,Comedy,4.2
U182,M096,Sci-Fi,2.6
U295,M031,Horror,4.7
U190,M145,Drama,3.3
U012,M074,Horror,3.1
U141,M096,Sci-Fi,2.7
U190,M058,Drama,2.6
U251,M106,Action,3.9
U233,M010,Drama,4.5
U066,M045,Drama,3.2
U198,M019,Sci-Fi,3.7
U241,M005,Drama,3.8
U133,M009,Sci-Fi,3.1
U278,M012,Sci-Fi,3.1
U190,M018,Drama,4.7
U113,M074,Romance,2.4
U194,M031,Comedy,4.3
U239,M124,Horror,2.4
U176,M041,Drama,3.3
U199,M032,Horror,2.8
U079,M053,Comedy,3.7
U170,M128,Action,3.3
U167,M128,Sci-Fi,3.3
U090,M024,Drama,3.4
U058,M121,Action,3.1
U259,M070,Horror,4.9
U264,M095,Drama,3.2
U071,M150,Sci-Fi,3.8
U186,M033,Comedy,3.0
U198,M071,Horror,2.9
U073,M057,Drama,2.8
U020,M047,Sci-Fi,3.0
U021,M070,Horror,2.2
U233,M134,Sci-Fi,4.6
U145,M084,Romance,5
U195,M117,Action,3.2
U180,M095,Comedy,3.8
U151,M133,Sci-Fi,3.9
U290,M109,Comedy,2.7
U199,M044,Romance,2.6
U028,M084,Sci-Fi,4.1
U147,M081,Sci-Fi,2.6
U122,M139,Action,3.7
U257,M118,Drama,3.9
U254,M018,Drama,3.4
U162,M123,Romance,4.1
U068,M115,Horror,2.7
U129,M089,Action,4.6
U100,M111,Horror,3.4
U214,M123,Comedy,3.1
U071,M023,Romance,4.3
U288,M119,Romance,3.2
U299,M044,Sci-Fi,4.9
U031,M087,Horror,4.4
U055,M004,Comedy,3.7
U003,M061,Comedy,3.4
U033,M024,Comedy,3.1
U096,M074,Romance,3.6
U158,M150,Action,2.2
U281,M043,Romance,2.4
U169,M042,Horror,2.8
U067,M136,Horror,2.4
U261,M087,Comedy,5
U088,M073,Romance,2.3
U158,M021,Drama,1.4
U257,M066,Sci-Fi,4.3
U214,M079,Comedy,3.8
U138,M050,Sci-Fi,3.4
U080,M029,Drama,3.6
U037,M142,Drama,3.5
U177,M014,Romance,2.3
U162,M005,Horror,3.2
U119,M108,Drama,4.0
U163,M100,Sci-Fi,3.0
U031,M140,Sci-Fi,2.5
U268,M108,Comedy,3.3
U081,M083,Sci-Fi,3.3
U128,M126,Comedy,3.6
U130,M071,Comedy,2.7
U266,M005,Horror,3.3
U198,M120,Drama,2.1
U043,M015,Drama,2.2
U007,M081,Drama,3.7
U188,M105,Comedy,4.4
U199,M017,Action,2.6
U112,M107,Drama,3.6
U270,M038,Drama,3.2
U072,M145,Sci-Fi,3.7
U153,M074,Romance,5
U237,M144,Sci-Fi,2.9
U193,M132,Romance,4.0
U162,M128,Drama,2.5
U161,M114,Action,2.6
U176,M090,Romance,3.5
U056,M147,Comedy,2.7
U114,M084,Comedy,2.9
U169,M107,Romance,2.8
U242,M148,Comedy,2.2
U291,M003,Horror,3.5
U037,M084,Action,4.9
U265,M139,Horror,3.3
U257,M113,Comedy,3.1
U120,M119,Horror,3.4
U283,M029,Horror,3.1
U122,M143,Romance,4.4
U187,M105,Comedy,3.3
U153,M047,Sci-Fi,3.7
U271,M043,Comedy,3.2
U263,M046,Horror,3.6
U026,M128,Action,3.7
U022,M013,Horror,3.2
U118,M019,Comedy,3.1
U101,M094,Comedy,3.6
U040,M115,Sci-Fi,3.1
U149,M135,Drama,4.4
U045,M072,Romance,2.4
U034,M059,Drama,2.6
U229,M128,Drama,2.7
U236,M020,Romance,2.8
U019,M144,Sci-Fi,3.8
U082,M010,Action,3.6
U199,M039,Comedy,2.7
U097,M129,Drama,2.3
U230,M109,Sci-Fi,4.1
U275,M046,Action,2.4
U199,M140,Action,3.4
U240,M066,Action,3.6
U017,M089,Romance,3.0
U029,M101,Romance,2.9
U038,M006,Drama,3.3
U019,M125,Comedy,3.7
U129,M133,Comedy,2.9
U107,M021,Romance,5
U281,M085,Comedy,4.1
U132,M125,Sci-Fi,3.7
U124,M083,Comedy,2.0
U116,M023,Action,2.7
U216,M113,Sci-Fi,2.9
U021,M143,Romance,5
U008,M024,Drama,2.8
U183,M124,Sci-Fi,3.8
U024,M075,Drama,4.6
U266,M080,Sci-Fi,3.5
U057,M100,Drama,3.0
U108,M072,Action,2.1
U005,M049,Drama,3.7
U089,M045,Action,4.7
U044,M035,Comedy,3.0
U102,M147,Sci-Fi,3.0
U045,M081,Horror,3.0
U099,M037,Drama,3.7
U149,M069,Sci-Fi,3.7
U088,M012,Comedy,3.6
U138,M089,Romance,3.4
U065,M149,Comedy,3.9
U183,M133,Sci-Fi,3.6
U043,M138,Romance,3.8
U177,M071,Romance,2.9
U211,M138,Romance,2.8
U201,M048,Horror,2.6
U082,M066,Drama,4.0
U116,M032,Sci-Fi,2.4
U160,M117,Sci-Fi,3.5
U146,M044,Horror,3.3
U213,M120,Comedy,3.1
U264,M041,Comedy,3.6
U036,M135,Horror,3.2
U285,M014,Romance,3.9
U273,M117,Comedy,5
U239,M021,Action,3.6
U276,M017,Romance,3.6
U085,M127,Sci-Fi,3.9
U154,M107,Drama,4.7
U267,M012,Drama,4.0
U166,M036,Comedy,3.2
U039,M144,Romance,3.6
U219,M131,Drama,3.9
U299,M070,Action,3.1
U046,M093,Action,4.2
U064,M125,Horror,2.2
U172,M116,Action,2.1
U031,M030,Action,4.3
U039,M055,Sci-Fi,2.7
U216,M068,Drama,3.8
U010,M030,Action,4.0
U147,M047,Sci-Fi,3.3
U016,M063,Comedy,3.8
U077,M025,Drama,3.5
U049,M017,Horror,3.6
U289,M118,Action,2.6
U169,M032,Romance,2.8
U193,M089,Sci-Fi,2.9
U092,M124,Drama,2.1
U054,M009,Action,4.6
U161,M081,Romance,5
U194,M023,Horror,3.3
U035,M091,Drama,3.8
U062,M012,Romance,2.7
U041,M047,Comedy,3.8
U298,M065,Action,4.2
U140,M112,Comedy,3.2
U111,M037,Romance,2.5
U115,M004,Action,3.4
U139,M134,Horror,4.3
U222,M074,Sci-Fi,4.5
U052,M102,Romance,4.2
U024,M046,Romance,4.8
U189,M047,Action,3.7
U213,M102,Action,2.5
U029,M084,Horror,3.3
U066,M076,Comedy,2.5
U297,M100,Action,2.7
U271,M007,Romance,2.7
U151,M017,Drama,3.2
U054,M115,Sci-Fi,4.1
U202,M137,Sci-Fi,3.7
U228,M102,Action,4.4
U172,M003,Comedy,2.2
U058,M013,Romance,4.2
U084,M106,Drama,4.5
U195,M122,Horror,2.4
U206,M013,Romance,3.3
U280,M079,Romance,3.1
U214,M037,Romance,4.7
U273,M018,Romance,3.5
U014,M003,Comedy,4.0
U090,M054,Romance,2.8
U047,M145,Action,3.5
U027,M111,Drama,3.3
U248,M142,Drama,2.9
U067,M072,Horror,3.6
U146,M105,Romance,3.2
U046,M035,Sci-Fi,2.5
U096,M121,Comedy,2.9
U085,M142,Comedy,4.0
U300,M132,Romance,3.7
U023,M129,Comedy,3.9
U085,M057,Romance,3.5
U269,M111,Comedy,3.7
U121,M095,Horror,3.3
U140,M026,Action,3.1
U018,M103,Romance,1.9
U025,M042,Horror,3.2
U025,M087,Sci-Fi,2.8
U204,M079,Comedy,3.4
U149,M096,Comedy,4.0
U158,M075,Sci-Fi,3.7
U188,M132,Action,2.8
U079,M008,Comedy,3.9
U213,M134,Comedy,2.8
U270,M044,Horror,2.3
U278,M120,Horror,4.6
U086,M031,Horror,3.2
U213,M010,Drama,4.0
U142,M047,Comedy,2.7
U203,M105,Sci-Fi,4.0
U097,M049,Sci-Fi,4.5
U099,M053,Drama,2.6
U182,M147,Drama,4.5
U092,M036,Drama,2.6
U167,M142,Action,2.8
U001,M010,Drama,3.6
U106,M017,Sci-Fi,3.7
U170,M113,Drama,3.9
U018,M103,Romance,3.3
U167,M049,Horror,2.4
U105,M110,Action,3.8
U100,M128,Comedy,4.2
U192,M148,Drama,3.7
U158,M038,Romance,2.6
U121,M064,Comedy,2.5
U022,M045,Action,3.0
U023,M066,Romance,2.5
U290,M020,Sci-Fi,3.3
U218,M021,Romance,3.0
U203,M094,Action,2.8
U229,M117,Comedy,3.4
U271,M027,Horror,3.0
U004,M087,Action,3.3
U138,M046,Drama,2.1
U082,M044,Comedy,3.1
U140,M014,Comedy,4.2
U115,M037,Action,3.5
U175,M011,Comedy,2.6
U211,M120,Comedy,4.4
U019,M055,Action,3.4
U072,M030,Horror,3.6
U015,M006,Drama,2.1
U167,M071,Horror,3.0
U171,M025,Sci-Fi,3.6
U260,M138,Horror,3.3
U137,M078,Horror,3.9
U100,M022,Sci-Fi,3.4
U118,M149,Comedy,4.3
U252,M100,Horror,3.1
U169,M026,Sci-Fi,3.8
U209,M103,Drama,5
U107,M133,Comedy,3.8
U040,M119,Sci-Fi,3.6
U247,M092,Comedy,5
U119,M043,Drama,3.2
U245,M053,Comedy,3.8
U026,M092,Drama,4.8
U061,M116,Romance,2.5
U230,M108,Action,3.0
U017,M067,Drama,3.4
U156,M012,Horror,4.4
U290,M124,Sci-Fi,4.1
U032,M089,Horror,3.1
U164,M022,Drama,3.8
U087,M133,Action,3.7
U255,M075,Action,5
U124,M046,Action,2.8
U039,M051,Sci-Fi,4.9
U252,M046,Comedy,3.2
U103,M138,Horror,3.0
U081,M123,Drama,3.1
U217,M120,Romance,2.9
U192,M058,Drama,3.9
U156,M034,Action,4.3
U006,M076,Action,3.7
U125,M035,Sci-Fi,2.5
U280,M100,Romance,3.2
U076,M022,Comedy,3.6
U144,M034,Action,4.0
U024,M036,Action,3.0
U049,M010,Action,5
U064,M097,Comedy,3.9
U214,M106,Comedy,3.7
U162,M070,Drama,4.0
U198,M112,Sci-Fi,2.9
U036,M144,Sci-Fi,2.9
U282,M035,Comedy,2.2
U075,M073,Horror,3.5
U074,M057,Action,2.9
U292,M063,Sci-Fi,3.1
U184,M020,Action,4.3
U123,M103,Horror,3.2
U271,M071,Sci-Fi,2.8
U015,M015,Romance,3.5
U187,M041,Horror,3.1
U249,M025,Action,4.0
U270,M145,Romance,2.9
U163,M104,Comedy,3.0
U264,M082,Sci-Fi,2.5
U229,M115,Horror,2.9
U133,M146,Comedy,3.2
U278,M028,Horror,3.6
U048,M064,Action,3.2
U152,M082,Comedy,2.5
U128,M099,Drama,4.0
U056,M018,Drama,5
U152,M130,Drama,3.1
U246,M113,Action,3.2
U155,M123,Horror,4.8
U294,M109,Romance,3.9
U153,M079,Romance,3.4
U044,M008,Romance,2.4
U295,M011,Drama,3.2
U200,M062,Comedy,2.4
U237,M011,Sci-Fi,2.5
U200,M043,Horror,4.4
U149,M015,Action,3.1
U103,M029,Horror,4.7
U162,M080,Comedy,3.9
U039,M079,Action,4.0
U115,M094,Comedy,2.7
U182,M104,Action,4.0
U218,M034,Horror,3.5
U019,M133,Horror,4.2
U074,M090,Horror,4.0
U220,M102,Drama,3.9
U115,M017,Horror,3.8
U157,M134,Drama,2.9
U194,M115,Action,4.1
U018,M097,Sci-Fi,4.4
U053,M022,Comedy,2.3
U142,M019,Drama,2.6
U026,M108,Drama,3.5
U028,M144,Action,4.2
U196,M084,Comedy,4.8
U144,M005,Comedy,4.0
U058,M147,Drama,3.8
U247,M123,Romance,4.0
U016,M134,Comedy,2.1
U273,M058,Action,3.8
U075,M099,Drama,3.0
U034,M008,Horror,3.4
U119,M110,Horror,4.0
U247,M073,Sci-Fi,2.6
U173,M025,Horror,3.0
U186,M027,Action,3.3
U136,M067,Sci-Fi,3.3
U006,M126,Romance,3.4
U157,M059,Action,2.1
U156,M043,Romance,3.3
U282,M085,Comedy,2.3
U182,M062,Romance,4.0
U202,M019,Action,4.8
U100,M116,Sci-Fi,4.0
U241,M038,Horror,3.2
U119,M025,Sci-Fi,3.2
U207,M127,Drama,3.1
U267,M105,Comedy,3.2
U030,M003,Drama,4.2
U005,M109,Horror,4.0
U229,M120,Horror,3.5
U062,M105,Romance,3.1
U279,M108,Comedy,3.7
U060,M131,Horror,4.1
U277,M017,Drama,4.1
U109,M003,Horror,3.6
U248,M001,Romance,4.0
U173,M043,Comedy,2.5
U145,M046,Sci-Fi,4.4
U097,M032,Romance,3.5
U064,M137,Sci-Fi,1.9
U300,M058,Comedy,3.7
U045,M073,Action,2.4
U151,M079,Sci-Fi,4.6
U225,M004,Drama,3.6
U015,M055,Sci-Fi,2.9
U039,M006,Romance,4.4
U130,M067,Comedy,4.1
U287,M106,Romance,4.6
U190,M002,Comedy,2.4
U139,M046,Action,4.6
U179,M072,Romance,4.2
U128,M083,Comedy,3.3
U136,M017,Action,3.6
U171,M112,Comedy,4.1
U218,M094,Action,2.7
U239,M117,Comedy,3.0
U255,M106,Romance,2.4
U160,M059,Drama,4.2
U085,M122,Sci-Fi,4.2
U116,M106,Comedy,2.9
U244,M070,Drama,3.2
U073,M112,Action,5
U164,M029,Action,4.4
U108,M052,Romance,5
U006,M117,Horror,3.5
U111,M030,Comedy,2.8
U099,M059,Sci-Fi,4.0
U282,M060,Comedy,3.3
U092,M053,Romance,4.7
U144,M032,Comedy,4.1
U067,M147,Drama,3.2
U090,M076,Action,2.6
U025,M042,Drama,3.4
U181,M127,Sci-Fi,4.4
U075,M069,Sci-Fi,4.5
U238,M107,Sci-Fi,3.5
U171,M146,Action,3.8
U171,M144,Horror,2.1
U209,M125,Drama,3.2
U171,M101,Comedy,4.1
U271,M116,Horror,3.2
U146,M014,Comedy,4.1
U294,M030,Comedy,3.8
U034,M043,Drama,2.7
U110,M041,Drama,4.8
